place,title,coverage
qsr-place:493,53 Hereford Street,"-43.5319,172.6314"
qsr-place:2299,53 Kendal Avenue,"-43.499,172.575"
qsr-place:2102,53 Moncks Spur Road,"-43.5661,172.7366"
qsr-place:2829,53 Stour Drive,"-43.4975,172.6932"
qsr-place:245,538 Ferry Road,"-43.5467,172.6768"
qsr-place:287,54 Cathedral Square,"-43.5305,172.6374"
qsr-place:1088,54 Chester Street West,"-43.5277,172.6334"
qsr-place:2867,54 Dallington Terrace,"-43.5159,172.6724"
qsr-place:954,54 Downs Road,"-43.5211,171.9397"
qsr-place:2764,54 Kingsford Street,"-43.5048,172.6752"
qsr-place:44,54 Lichfield Street,"-43.5345,172.6359"
qsr-place:2239,54 London Street,"-43.6021,172.7198"
qsr-place:932,54 Rahera Street,"-43.5558,172.6123"
qsr-place:282,54 Salisbury Street,"-43.5245,172.6312"
qsr-place:1335,54 Waitikiri Drive,"-43.4718,172.6793"
qsr-place:2329,540 Wairakei Road,"-43.4885,172.5653"
qsr-place:1145,544 Tuam Street,"-43.5357,172.6622"
qsr-place:2366,545 Colombo Street,"-43.5386,172.6364"
qsr-place:827,55 Atlantis Street,"-43.4957,172.7036"
qsr-place:2564,55 Battersea Street,"-43.5434,172.6355"
qsr-place:2515,55 Byron Street,"-43.5422,172.6412"
qsr-place:844,55 Cleveland Street,"-43.5094,172.6485"
qsr-place:2519,55 Hawke Street,"-43.5070,172.7272"
qsr-place:494,55 Hereford Street,"-43.5319,172.6316"
qsr-place:2585,55 Jack Hinton Drive,"-43.546,172.602"
qsr-place:2871,55 Keller Street,"-43.5191,172.6663"
qsr-place:1730,55 Main North Road,"-43.4938,172.6095"
qsr-place:2231,55 Riccarton Road,"-43.5296,172.6072"
qsr-place:2828,55 Stour Drive,"-43.4973,172.6931"
qsr-place:1486,55 Wakefield Avenue,"-43.5728,172.7587"
qsr-place:193,550 Colombo Street,"-43.5385,172.6376"
qsr-place:2315,550 Hagley Avenue,"-43.5361,172.6248"
qsr-place:2964,555 West Coast Road,"-43.524,172.466"
qsr-place:43,558 Colombo Street,"-43.5379,172.6370"
qsr-place:1390,56 Armagh Street,"-43.5291,172.6314"
qsr-place:1832,56 Bangor Street,"-43.5240,172.6493"
qsr-place:42,56 Cathedral Square,"-43.5302,172.6373"
qsr-place:1226,56 Charles Street,"-43.3826,172.6592"
qsr-place:2602,56 Courtenay Drive,"-43.3895,172.6624"
qsr-place:1339,56 Edward Avenue,"-43.5113,172.6468"
qsr-place:2766,56 Kingsford Street,"-43.5046,172.6752"
qsr-place:2601,56 Sewell Street,"-43.3834,172.6624"
qsr-place:935,56 Solomon Avenue,"-43.4718,172.6242"
qsr-place:904,56 Travis Road,"-43.4927,172.6898"
qsr-place:412,560 Colombo Street,"-43.5377,172.6368"
qsr-place:413,562 Colombo Street,"-43.5377,172.6369"
qsr-place:414,564 Colombo Street,"-43.5376,172.6368"
qsr-place:2080,566 Cashel Street,"-43.5332,172.6656"
qsr-place:415,566 Colombo Street,"-43.5376,172.6368"
qsr-place:1283,568 Barbadoes Street,"-43.5137,172.6461"
qsr-place:2574,568 Colombo Street,"-43.5374,172.6368"
qsr-place:228,569 Barbadoes Street,"-43.5136,172.6457"
qsr-place:2354,57 Anfield Street,"-43.4035,172.6997"
qsr-place:2497,57 Bangor Street,"-43.5238,172.6488"
qsr-place:1291,"57 Charles Street, Kaiapoi","-43.3837,172.6598"
qsr-place:960,57 Golf Links Road,"-43.5041,172.6644"
qsr-place:2543,57 Hawke Street,"-43.5070,172.727"
qsr-place:495,57 Hereford Street,"-43.5319,172.6317"
qsr-place:2455,"57 Williams Street, Kaiapoi","-43.3876,172.6544"
qsr-place:658,571 Barbadoes Street,"-43.5135,172.6458"
qsr-place:2121,573 Barbadoes Street,"-43.5133,172.6458"
qsr-place:2073,573 Worcester Street,"-43.5308,172.6686"
qsr-place:1833,58 Bangor Street,"-43.5239,172.6493"
qsr-place:840,58 Conway Street,"-43.5638,172.6191"
qsr-place:2528,58 Fitzgerald Avenue,"-43.5367,172.6509"
qsr-place:2897,58 Keller Street,"-43.5194,172.6669"
qsr-place:3,58 Kilmore Street,"-43.5270,172.6324"
qsr-place:917,58 Queens Avenue,"-43.2833,172.7029"
qsr-place:102,580 Ferry Road,"-43.5486,172.6808"
qsr-place:1398,586 Colombo Street,"-43.5371,172.6369"
qsr-place:879,587 Courtenay Road,"-43.5580,172.1890"
qsr-place:1056,59 Edgeware Road,"-43.5132,172.6367"
qsr-place:1534,59 Gloucester Street,"-43.5296,172.6316"
qsr-place:2373,59 Halsey Street,"-43.534,172.736"
qsr-place:496,59 Hereford Street,"-43.5319,172.6319"
qsr-place:1403,59 Hewitts Road,"-43.5189,172.6181"
qsr-place:918,59 Rahera Street,"-43.5554,172.6121"
qsr-place:2827,59 Stour Drive,"-43.4974,172.6928"
qsr-place:1399,590 Colombo Street,"-43.5367,172.6368"
qsr-place:41,593 Colombo Street,"-43.5363,172.6364"
qsr-place:338,595 Colombo Street,"-43.5362,172.6365"
qsr-place:2278,596 Colombo Street,"-43.5362,172.6368"
qsr-place:339,597 Colombo Street,"-43.5361,172.6365"
qsr-place:2250,598 Ferry Road,"-43.5490,172.6818"
qsr-place:340,599 Colombo Street,"-43.5360,172.6365"
qsr-place:1855,599 Gloucester Street,"-43.5296,172.6676"
qsr-place:40,6 Acton Street,"-43.5379,172.6296"
qsr-place:2600,6 Cassia Place,"-43.5526,172.4733"
qsr-place:134,6 Circuit Street,"-43.5094,172.6179"
qsr-place:1489,6 Cranmer Square,"-43.5284,172.6318"
qsr-place:563,6 Dallington Terrace,"-43.521,172.6714"
qsr-place:117,6 Eversleigh Street,"-43.5174,172.6329"
qsr-place:604,6 Heyders Road,"-43.4328,172.6957"
qsr-place:920,6 Kenwyn Avenue,"-43.5006,172.6261"
qsr-place:870,6 Linwood Avenue,"-43.5257,172.6606"
qsr-place:1643,6 London Street,"-43.6027,172.7223"
qsr-place:2720,6 Morganwood Street,"-43.5166,172.7209"
qsr-place:1963,6 Norwich Quay,"-43.6038,172.7220"
qsr-place:1130,6 Oxford Street,"-43.6039,172.7224"
qsr-place:997,6 Poplar Street,"-43.5346,172.6414"
qsr-place:2198,6 Robinson Street,"-42.8128,173.2799"
qsr-place:2248,6 Saint Davids Street,"-43.6039,172.7240"
qsr-place:2706,6 Seabreeze Close,"-43.5181,172.7202"
qsr-place:901,6 St Heliers Crescent,"-43.5187,172.7094"
qsr-place:2573,6 Union Street,"-43.5082,172.7271"
qsr-place:2686,6 Waygreen Avenue,"-43.5011,172.7054"
qsr-place:133,6 Wood Lane,"-43.5235,172.6118"
qsr-place:2309,60 Shirley Road,"-43.509,172.662"
qsr-place:1371,60 Victoria Street,"-43.5248,172.6312"
qsr-place:751,601 Colombo Street,"-43.5359,172.6365"
qsr-place:1350,602 Colombo Street,"-43.5361,172.6368"
qsr-place:492,6026 Christchurch Akaroa Road,"-43.7511,172.9268"
qsr-place:1915,603 Colombo Street,"-43.5357,172.6364"
qsr-place:1916,605 Colombo Street,"-43.5356,172.6365"
qsr-place:1917,607 Colombo Street,"-43.5355,172.6365"
qsr-place:2260,6085 Christchurch Akaroa Road,"-43.7502,172.9335"
qsr-place:1918,609 Colombo Street,"-43.5355,172.6365"
qsr-place:1678,61 Bridle Path Road,"-43.580,172.709"
qsr-place:2562,61 Fitzgerald Avenue,"-43.5367,172.6501"
qsr-place:1681,61 Locksley Avenue,"-43.5179,172.6760"
qsr-place:2077,61 Major Hornbrook Road,"-43.5617,172.7167"
qsr-place:1721,61 Papanui Road,"-43.5182,172.6252"
qsr-place:647,61 Perth Street,"-43.5197,172.6521"
qsr-place:1919,611 Colombo Street,"-43.5355,172.6365"
qsr-place:475,611 Lineside Road,"-43.3296,172.6022"
qsr-place:1920,613 Colombo Street,"-43.5355,172.6365"
qsr-place:988,614 Colombo Street,"-43.5358,172.6368"
qsr-place:1007,615 Colombo Street,"-43.5354,172.6363"
qsr-place:606,615 Pages Road,"-43.5108,172.7169"
qsr-place:621,616 Ferry Road,"-43.5495,172.6832"
qsr-place:1888,618 Colombo Street,"-43.5357,172.6368"
qsr-place:241,62 Cashel Street,"-43.5333,172.6317"
qsr-place:132,62 Ferry Road,"-43.539,172.647"
qsr-place:1150,62 Gloucester Street,"-43.5301,172.6318"
qsr-place:2640,62 Gould Crescent,"-43.5535,172.6904"
qsr-place:1258,62 London Street,"-43.6020,172.7194"
qsr-place:100,62 Park Terrace,"-43.5254,172.6287"
qsr-place:1090,620 Colombo Street,"-43.5355,172.6367"
qsr-place:1921,623 Colombo Street,"-43.5351,172.6365"
qsr-place:1922,625 Colombo Street,"-43.5351,172.6364"
qsr-place:1040,626 Colombo Street,"-43.5354,172.6368"
qsr-place:1924,627 Colombo Street,"-43.5350,172.6364"
qsr-place:595,628 Avonside Drive,"-43.522,172.6713"
qsr-place:749,628 Colombo Street,"-43.5352,172.6368"
qsr-place:1042,629 Colombo Street,"-43.5350,172.6364"
qsr-place:687,63 Armagh Street,"-43.5286,172.6325"
qsr-place:1154,63 Fendalton Road,"-43.5229,172.6077"
qsr-place:1176,63 Grenville Street,"-43.5437,172.6626"
qsr-place:2067,63 St Andrews Hill Road,"-43.5582,172.7177"
qsr-place:2826,63 Stour Drive,"-43.4973,172.6925"
qsr-place:1571,63 Worcester Street,"-43.5306,172.6318"
qsr-place:1547,630 Ferry Road,"-43.5498,172.6836"
qsr-place:39,632 Colombo Street,"-43.5350,172.6368"
qsr-place:326,634 Colombo Street,"-43.5350,172.6368"
qsr-place:1890,635 Colombo Street,"-43.5348,172.6364"
qsr-place:327,636 Colombo Street,"-43.5350,172.6368"
qsr-place:1060,636 Ferry Road,"-43.5500,172.6837"
qsr-place:1889,637 Colombo Street,"-43.5348,172.6364"
qsr-place:328,638 Colombo Street,"-43.5350,172.6368"
qsr-place:2065,639 Colombo Street,"-43.5347,172.6363"
qsr-place:2018,64 Cashel Street,"-43.5333,172.6322"
qsr-place:848,64 Denise Crescent,"-43.5456,172.5138"
qsr-place:2355,64 Gayhurst Road,"-43.5178,172.6751"
qsr-place:1536,64 Gloucester Street,"-43.5301,172.6319"
qsr-place:587,64 London Street,"-43.521,172.6546"
qsr-place:2927,64 McFaddens Road,"-43.5005,172.6285"
qsr-place:1197,64 Morris Street,"-43.5186,172.6697"
qsr-place:329,640 Colombo Street,"-43.5349,172.6369"
qsr-place:1069,641 Colombo Street,"-43.5347,172.6363"
qsr-place:330,642 Colombo Street,"-43.5349,172.6369"
qsr-place:1436,642 Ferry Road,"-43.5502,172.6840"
qsr-place:1083,643 Colombo Street,"-43.5344,172.6364"
qsr-place:331,644 Colombo Street,"-43.5348,172.6369"
qsr-place:754,646 Colombo Street,"-43.5347,172.6369"
qsr-place:2318,648 Colombo Street,"-43.5347,172.6368"
qsr-place:2726,65 Dallington Terrace,"-43.5147,172.6708"
qsr-place:1732,65 Fendalton Road,"-43.5205,172.6068"
qsr-place:1267,65 Manchester Street,"-43.5373,172.6395"
qsr-place:2268,65 Worcester Street,"-43.5306,172.6320"
qsr-place:2259,650 Colombo Street,"-43.5346,172.6368"
qsr-place:1068,652 Ferry Road,"-43.5504,172.6847"
qsr-place:1279,655 Pages Road,"-43.5091,172.7202"
qsr-place:1552,658 Avonside Drive,"-43.5219,172.6730"
qsr-place:1784,658 Colombo Street,"-43.5344,172.6368"
qsr-place:1773,66 Cathedral Square,"-43.5301,172.6369"
qsr-place:1693,66 Colombo Street,"-43.561,172.637"
qsr-place:1065,66 Gloucester Street,"-43.5301,172.632"
qsr-place:866,66 Staveley Street,"-43.5188,172.5554"
qsr-place:1370,66 Victoria Street,"-43.5250,172.6312"
qsr-place:1785,662 Colombo Street,"-43.5341,172.6368"
qsr-place:1806,663 Colombo Street,"-43.5339,172.6363"
qsr-place:983,664 Colombo Street,"-43.5341,172.6368"
qsr-place:1535,67 Gloucester Street,"-43.5297,172.6321"
qsr-place:2989,67 Middlepark Road,"-43.534,172.557"
qsr-place:652,67 Roker Street,"-43.5556,172.6263"
qsr-place:2825,67 Stour Drive,"-43.4971,172.6929"
qsr-place:1084,676 Colombo Street,"-43.5337,172.6368"
qsr-place:805,677 Omihi Road,"-43.0332,172.8178"
qsr-place:982,678 Colombo Street,"-43.5337,172.6368"
qsr-place:2584,68 Curletts Road,"-43.5388,172.5678"
qsr-place:1174,68 Fitzgerald Avenue,"-43.5360,172.6509"
qsr-place:2019,68 Gloucester Street,"-43.5300,172.6322"
qsr-place:2074,68 Harewood Road,"-43.4947,172.6039"
qsr-place:2762,68 Kingsford Street,"-43.5041,172.6753"
qsr-place:1758,68 Lichfield Street,"-43.5344,172.6372"
qsr-place:37,68 Manchester Street,"-43.5367,172.6399"
qsr-place:2210,68 Waltham Road,"-43.5512,172.6473"
qsr-place:979,680 Colombo Street,"-43.5336,172.6368"
qsr-place:1105,689 Colombo Street,"-43.5326,172.6366"
qsr-place:1437,689 Ferry Road,"-43.5491,172.6831"
qsr-place:36,69 Armagh Street,"-43.5286,172.6328"
qsr-place:2099,69 Beachville Road,"-43.5576,172.7381"
qsr-place:1696,69 Cathedral Square,"-43.5303,172.6357"
qsr-place:1341,69 Creyke Road,"-43.5206,172.5831"
qsr-place:818,69 Hei Hei Road,"-43.5330,172.5249"
qsr-place:1266,69 Manchester Street,"-43.5372,172.6395"
qsr-place:2443,69 Middlepark Road,"-43.5344,172.5569"
qsr-place:928,69 North Parade,"-43.5140,172.6600"
qsr-place:833,69 Pages Road,"-43.5233,172.6875"
qsr-place:1992,69 Riccarton Road,"-43.5297,172.6056"
qsr-place:763,69 Sherbourne Street,"-43.5174,172.6378"
qsr-place:2824,69 Stour Drive,"-43.4969,172.6928"
qsr-place:1152,69 Worcester Street,"-43.5308,172.6323"
qsr-place:210,690 Colombo Street,"-43.5335,172.6369"
qsr-place:1063,693 Colombo Street,"-43.5325,172.6365"
qsr-place:2925,694 Colombo Street,"-43.5325,172.6368"
qsr-place:35,695 Colombo Street,"-43.5325,172.6365"
qsr-place:1982,697 Ferry Road,"-43.5493,172.6834"
qsr-place:824,7 Ajax Street,"-43.5092,172.6650"
qsr-place:874,7 Cassidy Place,"-43.4478,172.6316"
qsr-place:131,7 Daresbury Lane,"-43.5223,172.6058"
qsr-place:1360,7 Glenarm Terrace,"-43.5180,172.6751"
qsr-place:2356,7 Halley Place,"-43.5207,172.6674"
qsr-place:1983,7 Hutcheson Street,"-43.5478,172.6374"
qsr-place:909,7 John Leith Place,"-43.1965,172.7433"
qsr-place:568,7 Locksley Avenue,"-43.5212,172.6733"
qsr-place:1321,7 Lois Place,"-43.5185,172.6632"
qsr-place:398,7 Main North Road,"-43.4967,172.6077"
qsr-place:1470,7 Main Road,"-43.5569,172.7327"
qsr-place:1338,7 Marshland Road,"-43.5075,172.6624"
qsr-place:2301,7 McLean Street,"-43.529,172.673"
qsr-place:2490,"7 Meadow Street, Kaiapoi","-43.3811,172.6629"
qsr-place:116,7 Norwich Quay,"-43.6041,172.7218"
qsr-place:2357,7 Ocean View Place,"-43.8861,172.2384"
qsr-place:814,7 Pablo Place,"-43.5636,172.6097"
qsr-place:1873,7 Peacock Street,"-43.5216,172.6308"
qsr-place:2570,7 Pilgrim Place,"-43.5407,172.6384"
qsr-place:902,7 Pollock Place,"-43.6024,172.3758"
qsr-place:1878,7 Rees Street,"-43.5251,172.6495"
qsr-place:2116,7 Riccarton Road,"-43.5290,172.6114"
qsr-place:1698,7 Rolleston Avenue,"-43.5327,172.6272"
qsr-place:2556,7 St Johns Street,"-43.5494,172.6844"
qsr-place:2104,7 Sumner Road,"-43.6030,172.7232"
qsr-place:1451,7 Tidal View,"-43.5576,172.7067"
qsr-place:2358,7 Tilbury Place,"-43.5168,172.6779"
qsr-place:795,7 Whero Avenue,"-43.6272,172.7357"
qsr-place:545,70 Brook Street,"-43.5135,172.7223"
qsr-place:2976,70 Condell Avenue,"-43.5006,172.60136"
qsr-place:1151,70 Gloucester Street,"-43.5301,172.6322"
qsr-place:585,70 Kilmore Street,"-43.5269,172.634"
qsr-place:2760,70 Kingsford Street,"-43.5040,172.6753"
qsr-place:356,70 Manchester Street,"-43.5367,172.6399"
qsr-place:2024,70 Moorhouse Avenue,"-43.5405,172.6229"
qsr-place:2276,70 St Asaph Street,"-43.5368,172.6288"
qsr-place:197,70 Stevens Street,"-43.542,172.654"
qsr-place:1347,70 Victoria Street,"-43.5248,172.6315"
qsr-place:631,70 Wakatu Avenue,"-43.568,172.7397"
qsr-place:1692,700 Main North Road,"-43.453,172.627"
qsr-place:662,701 Gloucester Street,"-43.5257,172.6726"
qsr-place:1104,702 Colombo Street,"-43.5326,172.6368"
qsr-place:288,705 Colombo Street,"-43.5322,172.6364"
qsr-place:661,705 Gloucester Street,"-43.5255,172.6726"
qsr-place:1127,707 Gloucester Street,"-43.5254,172.6726"
qsr-place:220,708 Colombo Street,"-43.5325,172.6368"
qsr-place:226,709 Gloucester Street,"-43.5253,172.6726"
qsr-place:972,71 Kilmore Street,"-43.5264,172.6339"
qsr-place:1986,71 Manchester Street,"-43.5371,172.6395"
qsr-place:2472,71 Rue Lavaud,"-43.8052,172.9674"
qsr-place:1427,711 Colombo Street,"-43.5322,172.6365"
qsr-place:2389,72 Arncliff Street,"-43.5126,172.7215"
qsr-place:540,72 Brook Street,"-43.5136,172.7226"
qsr-place:1995,72 Glandovey Road,"-43.5153,172.6001"
qsr-place:1660,72 Gloucester Street,"-43.5301,172.6324"
qsr-place:752,72 Lichfield Street,"-43.5343,172.6373"
qsr-place:357,72 Manchester Street,"-43.5366,172.6399"
qsr-place:2386,72 Waitaki Street,"-43.5117,172.7201"
qsr-place:1817,728 Colombo Street,"-43.5300,172.6368"
qsr-place:481,73 Fitzgerald Avenue,"-43.5359,172.6500"
qsr-place:1987,73 Manchester Street,"-43.5371,172.6395"
qsr-place:2823,73 Stour Drive,"-43.4970,172.6924"
qsr-place:1372,73 Victoria Street,"-43.5257,172.6322"
qsr-place:221,730 Colombo Street,"-43.5297,172.6370"
qsr-place:2402,732 Colombo Street,"-43.5297,172.6368"
qsr-place:478,736 Colombo Street,"-43.5296,172.6368"
qsr-place:510,738 Colombo Street,"-43.5295,172.6368"
qsr-place:1659,74 Armagh Street,"-43.5289,172.6323"
qsr-place:358,74 Manchester Street,"-43.5366,172.6399"
qsr-place:1201,74 Oxford Terrace,"-43.5348,172.6320"
qsr-place:619,74 Southampton Street,"-43.5544,172.6399"
qsr-place:1259,74 Victoria Street,"-43.5247,172.6314"
qsr-place:319,74 Wordsworth Street,"-43.5451,172.6375"
qsr-place:2330,743 McLeans Island Road,"-43.469,172.466"
qsr-place:289,746 Colombo Street,"-43.5294,172.6369"
qsr-place:436,748 Colombo Street,"-43.5294,172.6369"
qsr-place:1938,749 Colombo Street,"-43.5296,172.6363"
qsr-place:601,75 Harbour Road,"-43.3991,172.6994"
qsr-place:257,75 Jack Hinton Drive,"-43.5438,172.6016"
qsr-place:1959,"75 London Street, Richmond","-43.5198,172.6560"
qsr-place:679,75 Lyttelton Street,"-43.5662,172.6138"
qsr-place:437,750 Colombo Street,"-43.5292,172.6368"
qsr-place:1891,751 Colombo Street,"-43.5295,172.6364"
qsr-place:34,753 Colombo Street,"-43.5295,172.6364"
qsr-place:360,755 Colombo Street,"-43.5294,172.6364"
qsr-place:804,755 McLaughlins Road,"-43.4944,172.0967"
qsr-place:361,757 Colombo Street,"-43.5294,172.6364"
qsr-place:362,759 Colombo Street,"-43.5293,172.6364"
qsr-place:748,76 Breezes Road,"-43.510,172.689"
qsr-place:684,76 Cashel Street,"-43.5334,172.6338"
qsr-place:192,76 Chester Street East,"-43.5280,172.6420"
qsr-place:1292,76 Hereford Street,"-43.5322,172.6341"
qsr-place:2756,76 Kingsford Street,"-43.5034,172.6751"
qsr-place:359,76 Manchester Street,"-43.5365,172.6398"
qsr-place:1487,76 Park Terrace,"-43.5252,172.6285"
qsr-place:2156,76 Peterborough Street,"-43.5258,172.6341"
qsr-place:465,76 Victoria Street,"-43.5247,172.6312"
qsr-place:216,764 Colombo Street,"-43.5291,172.6370"
qsr-place:2520,77 Brighton Mall,"-43.5077,172.7293"
qsr-place:1173,77 Fitzgerald Avenue,"-43.5358,172.6500"
qsr-place:1662,77 Gloucester Street,"-43.5295,172.6327"
qsr-place:977,77 Hereford Street,"-43.5322,172.6341"
qsr-place:2359,77 Retreat Road,"-43.5212,172.6677"
qsr-place:2822,77 Stour Drive,"-43.4970,172.6921"
qsr-place:916,77 Stourbridge Street,"-43.5576,172.6170"
qsr-place:290,772 Colombo Street,"-43.5283,172.6374"
qsr-place:1848,773 Colombo Street,"-43.5290,172.6365"
qsr-place:1961,774 Colombo Street,"-43.5285,172.6368"
qsr-place:291,775 Colombo Street,"-43.5290,172.6364"
qsr-place:183,776 Colombo Street,"-43.5282,172.6369"
qsr-place:1770,779 Colombo Street,"-43.5289,172.6364"
qsr-place:2390,78 Arncliff Street,"-43.5125,172.7218"
qsr-place:2586,78 Brighton Mall,"-43.5068,172.7282"
qsr-place:2532,"78 Charles Street, Kaiapoi","-43.3840,172.6612"
qsr-place:416,78 Chester Street East,"-43.5280,172.6421"
qsr-place:987,78 Lichfield Street,"-43.5345,172.6377"
qsr-place:770,78 Victoria Street,"-43.5246,172.6311"
qsr-place:1355,78 Wainoni Road,"-43.5170,172.6870"
qsr-place:657,78 Worcester Street,"-43.5313,172.634"
qsr-place:1894,783 Colombo Street,"-43.5265,172.6364"
qsr-place:1892,785 Colombo Street,"-43.5264,172.6364"
qsr-place:1190,785 Leeston Road,"-43.6972,172.3783"
qsr-place:1893,787 Colombo Street,"-43.5264,172.6365"
qsr-place:2157,79 Cambridge Terrace,"-43.5336,172.6319"
qsr-place:1295,79 Cathedral Square,"-43.5302,172.6363"
qsr-place:2529,79 Fitzgerald Avenue,"-43.5357,172.6500"
qsr-place:1739,79 Hereford Street,"-43.5319,172.6344"
qsr-place:1742,79 Lichfield Street,"-43.5340,172.6383"
qsr-place:698,79 Manchester Street,"-43.5368,172.6395"
qsr-place:1323,79 Medway Street,"-43.5148,172.6654"
qsr-place:2616,79 Springfield Road,"-43.5169,172.6316"
qsr-place:1733,792 Colombo Street,"-43.5278,172.6369"
qsr-place:292,793 Colombo Street,"-43.5262,172.6364"
qsr-place:243,794 Colombo Street,"-43.5275,172.6369"
qsr-place:438,795 Colombo Street,"-43.5262,172.6364"
qsr-place:439,797 Colombo Street,"-43.5262,172.6364"
qsr-place:440,799 Colombo Street,"-43.5261,172.6364"
qsr-place:385,8 Acton Street,"-43.5378,172.6294"
qsr-place:1460,8 Balmoral Lane,"-43.557,172.732"
qsr-place:1387,8 Carlton Mill,"-43.5221,172.6204"
qsr-place:2360,8 Evans Avenue,"-43.5151,172.7263"
qsr-place:950,8 Four Elms Place,"-43.4771,172.6944"
qsr-place:515,8 Gayhurst Road,"-43.5202,172.6731"
qsr-place:2800,8 Jean Batten Place,"-43.4997,172.6787"
qsr-place:1475,8 Kinsey Terrace,"-43.5652,172.7521"
qsr-place:831,8 Law Lane,"-43.5683,172.7233"
qsr-place:1656,8 London Street,"-43.6027,172.7222"
qsr-place:2169,8 Martindales Road,"-43.5756,172.7102"
qsr-place:2428,8 New Regent Street,"-43.5295,172.6388"
qsr-place:1650,8 Norwich Quay,"-43.6038,172.7218"
qsr-place:2186,8 Papanui Road,"-43.5204,172.6280"
qsr-place:1299,8 Poplar Street,"-43.5345,172.6414"
qsr-place:2447,"8 Revell Street, Kaiapoi","-43.3799,172.6548"
qsr-place:2995,8 Sloan Terrace,"-43.5693,172.6391"
qsr-place:2470,"8 Smith Street, Kaiapoi","-43.3779,172.6586"
qsr-place:107,8 Tramway Lane,"-43.5316,172.6391"
qsr-place:2664,8 Waygreen Avenue,"-43.5009,172.7055"
qsr-place:103,80 Bealey Avenue,"-43.5213,172.6324"
qsr-place:417,80 Chester Street East,"-43.5279,172.6421"
qsr-place:130,80 Lichfield Street,"-43.5345,172.6379"
qsr-place:1388,80 Park Terrace,"-43.5246,172.6286"
qsr-place:2465,80 Rue Lavaud,"-43.8053,172.9668"
qsr-place:2145,80 St Andrews Hill Road,"-43.5594,172.7173"
qsr-place:1356,80 Wainoni Road,"-43.5168,172.6871"
qsr-place:1310,800 Colombo Street,"-43.5264,172.6368"
qsr-place:1554,801 Colombo Street,"-43.5261,172.6364"
qsr-place:1118,802 Colombo Street,"-43.5263,172.6368"
qsr-place:968,803 Colombo Street,"-43.5261,172.6364"
qsr-place:1896,804 Colombo Street,"-43.5263,172.6368"
qsr-place:1311,805 Colombo Street,"-43.5261,172.6364"
qsr-place:1101,808 Colombo Street,"-43.5262,172.6368"
qsr-place:2185,809 Colombo Street,"-43.5259,172.6364"
qsr-place:1703,81 Aynsley Terrace,"-43.562,172.6649"
qsr-place:1121,81 Cashel Street,"-43.5329,172.6343"
qsr-place:33,81 Manchester Street,"-43.5367,172.6394"
qsr-place:2607,81 Sewell Street,"-43.3850,172.6642"
qsr-place:2821,81 Stour Drive,"-43.4967,172.6922"
qsr-place:2385,81 Waitaki Street,"-43.5121,172.7208"
qsr-place:958,81 Wild Road,"-43.5555,172.4119"
qsr-place:1103,810 Colombo Street,"-43.5262,172.6368"
qsr-place:1943,811 Colombo Street,"-43.5259,172.6364"
qsr-place:708,813 Colombo Street,"-43.5259,172.6365"
qsr-place:1768,814 Colombo Street,"-43.5261,172.6368"
qsr-place:1944,815 Colombo Street,"-43.5258,172.6364"
qsr-place:2432,817 Colombo Street,"-43.5258,172.6364"
qsr-place:479,818 Colombo Street,"-43.5259,172.6369"
qsr-place:1432,819 Colombo Street,"-43.5257,172.6366"
qsr-place:2391,82 Arncliff Street,"-43.5125,172.7221"
qsr-place:1410,82 Bealey Avenue,"-43.5212,172.6327"
qsr-place:1108,82 Cashel Street,"-43.5332,172.6341"
qsr-place:418,82 Chester Street East,"-43.5278,172.6421"
qsr-place:1248,82 Lichfield Street,"-43.5343,172.6380"
qsr-place:1760,82 Major Hornbrook Road,"-43.562,172.716"
qsr-place:2100,82 Port Hills Road,"-43.5762,172.7040"
qsr-place:1710,82 Springfield Road,"-43.5169,172.6329"
qsr-place:1312,820 Colombo Street,"-43.5258,172.6368"
qsr-place:709,822 Colombo Street,"-43.5257,172.6369"
qsr-place:923,83 Bealey Avenue,"-43.5205,172.6311"
qsr-place:2310,83 Lyttelton Street,"-43.565,172.613"
qsr-place:1905,83 Manchester Street,"-43.5367,172.6395"
qsr-place:1373,83 Victoria Street,"-43.5252,172.6313"
qsr-place:1314,830 Colombo Street,"-43.5251,172.6368"
qsr-place:1315,832 Colombo Street,"-43.5251,172.6368"
qsr-place:765,834 Colombo Street,"-43.5250,172.6367"
qsr-place:261,839 Avonside Drive,"-43.517,172.681"
qsr-place:2361,84 Cass Street,"-43.3845,172.6685"
qsr-place:1064,84 Gloucester Street,"-43.5300,172.6330"
qsr-place:129,84 Hereford Street,"-43.5322,172.6344"
qsr-place:551,84 Kingsford Street,"-43.5027,172.6747"
qsr-place:1249,84 Lichfield Street,"-43.5344,172.6382"
qsr-place:1393,84 Oxford Terrace,"-43.5345,172.6322"
qsr-place:611,846 Avonside Drive,"-43.5179,172.6823"
qsr-place:276,85 Aldwins Road,"-43.538,172.667"
qsr-place:975,85 Armagh Street,"-43.5285,172.6342"
qsr-place:2458,85 Cashel Street,"-43.5330,172.6345"
qsr-place:2362,85 Harbour Road,"-43.3988,172.7001"
qsr-place:1903,85 Manchester Street,"-43.5366,172.6395"
qsr-place:2933,85 Papanui Road,"-43.5174,172.6243"
qsr-place:2820,85 Stour Drive,"-43.4967,172.6927"
qsr-place:1070,854 Colombo Street,"-43.5241,172.6370"
qsr-place:858,859 Colombo Street,"-43.5237,172.6364"
